Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Date_T,State_T,TotalSamples,Negative,Positive
2357,5/27/2020,8:00 AM,Jharkhand,-,-,175,4,426,7/22/2021,Bihar,35977625,0,
2358,5/27/2020,8:00 AM,Karnataka,-,-,748,44,2283,7/23/2021,Bihar,36144297,0,
2359,5/27/2020,8:00 AM,Kerala,-,-,542,6,963,7/24/2021,Bihar,36305828,0,
2360,5/27/2020,8:00 AM,Ladakh,-,-,43,0,53,7/25/2021,Bihar,36468100,0,
2361,5/27/2020,8:00 AM,Madhya Pradesh,-,-,3689,305,7024,7/26/2021,Bihar,36589389,0,
2362,5/27/2020,8:00 AM,Maharashtra,-,-,16954,1792,54758,7/27/2021,Bihar,36740585,0,
2363,5/27/2020,8:00 AM,Manipur,-,-,4,0,39,7/28/2021,Bihar,36894903,0,
2364,5/27/2020,8:00 AM,Meghalaya,-,-,12,1,15,7/29/2021,Bihar,37038561,0,
2365,5/27/2020,8:00 AM,Mizoram,-,-,1,0,1,7/30/2021,Bihar,37190730,0,
2366,5/27/2020,8:00 AM,Nagaland,-,-,0,0,4,7/31/2021,Bihar,37351795,0,
2367,5/27/2020,8:00 AM,Odisha,-,-,733,7,1517,8/1/2021,Bihar,37498366,0,
2368,5/27/2020,8:00 AM,Puducherry,-,-,12,0,46,8/2/2021,Bihar,37609955,0,
2369,5/27/2020,8:00 AM,Punjab,-,-,1918,40,2106,8/3/2021,Bihar,37745573,0,
2370,5/27/2020,8:00 AM,Rajasthan,-,-,4171,170,7536,8/4/2021,Bihar,37923074,0,
2371,5/27/2020,8:00 AM,Sikkim,-,-,0,0,1,8/5/2021,Bihar,38091633,0,
2372,5/27/2020,8:00 AM,Tamil Nadu,-,-,9342,127,17728,8/6/2021,Bihar,38228661,0,
2373,5/27/2020,8:00 AM,Telengana,-,-,1284,57,1991,8/7/2021,Bihar,38385764,0,
2374,5/27/2020,8:00 AM,Tripura,-,-,165,0,207,8/8/2021,Bihar,38529615,0,
2375,5/27/2020,8:00 AM,Uttarakhand,-,-,64,4,401,8/9/2021,Bihar,38664314,0,
2376,5/27/2020,8:00 AM,Uttar Pradesh,-,-,3698,170,6548,8/10/2021,Bihar,38820518,0,
2377,5/27/2020,8:00 AM,West Bengal,-,-,1486,283,4009,4/2/2020,Chandigarh,124,98,18
2378,5/27/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,4013,4/8/2020,Chandigarh,184,162,18
2379,5/28/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,4/10/2020,Chandigarh,223,199,19
2380,5/28/2020,8:00 AM,Andhra Pradesh,-,-,2057,58,3171,4/11/2020,Chandigarh,264,223,19
2381,5/28/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,2,4/12/2020,Chandigarh,279,247,21
2382,5/28/2020,8:00 AM,Assam,-,-,87,4,781,4/13/2020,Chandigarh,296,263,21
2383,5/28/2020,8:00 AM,Bihar,-,-,1083,15,3061,4/14/2020,Chandigarh,309,285,21
2384,5/28/2020,8:00 AM,Chandigarh,-,-,187,4,279,4/15/2020,Chandigarh,317,293,21
2385,5/28/2020,8:00 AM,Chhattisgarh,-,-,83,0,369,4/16/2020,Chandigarh,337,315,21
2386,5/28/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,4/17/2020,Chandigarh,358,335,21
2387,5/28/2020,8:00 AM,Delhi,-,-,7264,303,15257,4/18/2020,Chandigarh,381,348,23
2388,5/28/2020,8:00 AM,Goa,-,-,37,0,68,4/19/2020,Chandigarh,430,388,26
2389,5/28/2020,8:00 AM,Gujarat,-,-,7549,938,15195,4/20/2020,Chandigarh,453,417,26
2390,5/28/2020,8:00 AM,Haryana,-,-,838,18,1381,4/21/2020,Chandigarh,497,445,27
2391,5/28/2020,8:00 AM,Himachal Pradesh,-,-,70,5,273,4/22/2020,Chandigarh,529,492,27
2392,5/28/2020,8:00 AM,Jammu and Kashmir,-,-,854,26,1921,4/23/2020,Chandigarh,599,557,27
2393,5/28/2020,8:00 AM,Jharkhand,-,-,185,4,448,4/24/2020,Chandigarh,638,603,27
2394,5/28/2020,8:00 AM,Karnataka,-,-,781,47,2418,4/25/2020,Chandigarh,734,668,28
2395,5/28/2020,8:00 AM,Kerala,-,-,552,7,1004,4/26/2020,Chandigarh,756,677,30
2396,5/28/2020,8:00 AM,Ladakh,-,-,43,0,53,4/27/2020,Chandigarh,843,777,40
2397,5/28/2020,8:00 AM,Madhya Pradesh,-,-,3927,313,7261,4/28/2020,Chandigarh,924,857,56
2398,5/28/2020,8:00 AM,Maharashtra,-,-,17918,1897,56948,4/29/2020,Chandigarh,1012,922,67
2399,5/28/2020,8:00 AM,Manipur,-,-,4,0,44,4/30/2020,Chandigarh,1147,1022,74
2400,5/28/2020,8:00 AM,Meghalaya,-,-,12,1,20,5/1/2020,Chandigarh,1252,1131,88
2401,5/28/2020,8:00 AM,Mizoram,-,-,1,0,1,5/2/2020,Chandigarh,1462,1339,94
2402,5/28/2020,8:00 AM,Nagaland,-,-,0,0,4,5/3/2020,Chandigarh,1616,1491,97
2403,5/28/2020,8:00 AM,Odisha,-,-,733,7,1593,5/4/2020,Chandigarh,1678,1545,102
2404,5/28/2020,8:00 AM,Puducherry,-,-,12,0,46,5/5/2020,Chandigarh,1713,1576,115
2405,5/28/2020,8:00 AM,Punjab,-,-,1918,40,2139,5/6/2020,Chandigarh,1785,1641,120
2406,5/28/2020,8:00 AM,Rajasthan,-,-,4457,173,7703,5/7/2020,Chandigarh,1845,1698,129
2407,5/28/2020,8:00 AM,Sikkim,-,-,0,0,1,5/8/2020,Chandigarh,1913,1748,146
2408,5/28/2020,8:00 AM,Tamil Nadu,-,-,9909,133,18545,5/9/2020,Chandigarh,2055,1871,169
2409,5/28/2020,8:00 AM,Telengana,-,-,1284,63,2098,5/10/2020,Chandigarh,2142,1947,173
2410,5/28/2020,8:00 AM,Tripura,-,-,165,0,230,5/11/2020,Chandigarh,2177,1978,173
2411,5/28/2020,8:00 AM,Uttarakhand,-,-,79,4,469,5/12/2020,Chandigarh,2276,2069,187
2412,5/28/2020,8:00 AM,Uttar Pradesh,-,-,3991,182,6991,5/13/2020,Chandigarh,2420,2206,189
2413,5/28/2020,8:00 AM,West Bengal,-,-,1578,289,4192,5/14/2020,Chandigarh,2505,2299,191
2414,5/28/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,4332,5/15/2020,Chandigarh,2586,2383,191
2415,5/29/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,5/16/2020,Chandigarh,2718,2513,191
2416,5/29/2020,8:00 AM,Andhra Pradesh,-,-,2125,59,3251,5/17/2020,Chandigarh,2812,2604,191
2417,5/29/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,3,5/18/2020,Chandigarh,2892,2663,196
2418,5/29/2020,8:00 AM,Assam,-,-,104,4,856,5/19/2020,Chandigarh,3031,2783,199
2419,5/29/2020,8:00 AM,Bihar,-,-,1211,15,3296,5/21/2020,Chandigarh,3369,3125,216
2420,5/29/2020,8:00 AM,Chandigarh,-,-,189,4,288,5/22/2020,Chandigarh,3531,3234,219
2421,5/29/2020,8:00 AM,Chhattisgarh,-,-,83,0,399,5/23/2020,Chandigarh,3749,3390,225
2422,5/29/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,5/24/2020,Chandigarh,3904,3514,238
2423,5/29/2020,8:00 AM,Delhi,-,-,7495,316,16281,5/25/2020,Chandigarh,4089,3695,266
2424,5/29/2020,8:00 AM,Goa,-,-,38,0,69,5/26/2020,Chandigarh,4207,3828,278
2425,5/29/2020,8:00 AM,Gujarat,-,-,8003,960,15562,5/27/2020,Chandigarh,4332,3991,279
2426,5/29/2020,8:00 AM,Haryana,-,-,881,19,1504,5/28/2020,Chandigarh,4467,4138,289
2427,5/29/2020,8:00 AM,Himachal Pradesh,-,-,70,5,276,5/29/2020,Chandigarh,4543,4222,289
2428,5/29/2020,8:00 AM,Jammu and Kashmir,-,-,859,27,2036,5/30/2020,Chandigarh,4654,4342,289
2429,5/29/2020,8:00 AM,Jharkhand,-,-,212,4,469,5/31/2020,Chandigarh,4785,4478,293
2430,5/29/2020,8:00 AM,Karnataka,-,-,834,47,2533,6/1/2020,Chandigarh,4816,4495,294
2431,5/29/2020,8:00 AM,Kerala,-,-,555,7,1088,6/2/2020,Chandigarh,4902,4573,301
2432,5/29/2020,8:00 AM,Ladakh,-,-,43,0,73,6/3/2020,Chandigarh,4977,4658,301
2433,5/29/2020,8:00 AM,Madhya Pradesh,-,-,4050,321,7453,6/4/2020,Chandigarh,5059,4735,302
2434,5/29/2020,8:00 AM,Maharashtra,-,-,18616,1982,59546,6/5/2020,Chandigarh,5121,4793,309
2435,5/29/2020,8:00 AM,Manipur,-,-,5,0,55,6/6/2020,Chandigarh,5237,4906,309
2436,5/29/2020,8:00 AM,Meghalaya,-,-,12,1,21,6/7/2020,Chandigarh,5312,4977,314
2437,5/29/2020,8:00 AM,Mizoram,-,-,1,0,1,6/8/2020,Chandigarh,5385,5040,318
2438,5/29/2020,8:00 AM,Nagaland,-,-,0,0,18,6/10/2020,Chandigarh,5532,5182,328
2439,5/29/2020,8:00 AM,Odisha,-,-,887,7,1660,6/11/2020,Chandigarh,5636,5267,332
2440,5/29/2020,8:00 AM,Puducherry,-,-,14,0,51,6/12/2020,Chandigarh,5708,5342,334
2441,5/29/2020,8:00 AM,Punjab,-,-,1946,40,2158,6/13/2020,Chandigarh,5839,5459,345
2442,5/29/2020,8:00 AM,Rajasthan,-,-,4817,180,8067,6/14/2020,Chandigarh,5937,5563,350
2443,5/29/2020,8:00 AM,Sikkim,-,-,0,0,1,6/15/2020,Chandigarh,6027,5643,357
2444,5/29/2020,8:00 AM,Tamil Nadu,-,-,10548,145,19372,6/16/2020,Chandigarh,6115,5727,358
2445,5/29/2020,8:00 AM,Telengana,-,-,1345,67,2256,6/17/2020,Chandigarh,6233,5830,368
2446,5/29/2020,8:00 AM,Tripura,-,-,167,0,242,6/18/2020,Chandigarh,6315,5912,373
2447,5/29/2020,8:00 AM,Uttarakhand,-,-,79,4,500,6/19/2020,Chandigarh,6438,6032,375
2448,5/29/2020,8:00 AM,Uttar Pradesh,-,-,4215,197,7170,6/20/2020,Chandigarh,6578,6162,390
2449,5/29/2020,8:00 AM,West Bengal,-,-,1668,295,4536,6/21/2020,Chandigarh,6677,6243,404
2450,5/29/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,4673,6/22/2020,Chandigarh,6745,6301,410
2451,5/30/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,6/23/2020,Chandigarh,6840,6390,415
2452,5/30/2020,8:00 AM,Andhra Pradesh,-,-,2226,60,3436,6/24/2020,Chandigarh,6981,6528,420
2453,5/30/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,3,6/25/2020,Chandigarh,7072,6618,423
2454,5/30/2020,8:00 AM,Assam,-,-,125,4,1024,6/26/2020,Chandigarh,7201,6746,424
2455,5/30/2020,8:00 AM,Bihar,-,-,1211,15,3376,6/27/2020,Chandigarh,7342,6883,427
2456,5/30/2020,8:00 AM,Chandigarh,-,-,189,4,289,6/28/2020,Chandigarh,7455,6992,429
2457,5/30/2020,8:00 AM,Chhattisgarh,-,-,100,1,415,6/29/2020,Chandigarh,7548,7083,434
2458,5/30/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,6/30/2020,Chandigarh,7689,7219,440
2459,5/30/2020,8:00 AM,Delhi,-,-,7846,398,17386,7/1/2020,Chandigarh,7792,7317,446
2460,5/30/2020,8:00 AM,Goa,-,-,41,0,69,7/2/2020,Chandigarh,7938,7457,450
2461,5/30/2020,8:00 AM,Gujarat,-,-,8611,980,15934,7/3/2020,Chandigarh,8074,7591,454
2462,5/30/2020,8:00 AM,Haryana,-,-,940,19,1721,7/4/2020,Chandigarh,8209,7717,459
2463,5/30/2020,8:00 AM,Himachal Pradesh,-,-,87,5,295,7/5/2020,Chandigarh,8419,7922,466
2464,5/30/2020,8:00 AM,Jammu and Kashmir,-,-,875,28,2164,7/6/2020,Chandigarh,8528,8007,487
2465,5/30/2020,8:00 AM,Jharkhand,-,-,216,5,511,7/7/2020,Chandigarh,8669,8137,492
2466,5/30/2020,8:00 AM,Karnataka,-,-,894,48,2781,7/8/2020,Chandigarh,8833,8267,507
2467,5/30/2020,8:00 AM,Kerala,-,-,565,8,1150,7/9/2020,Chandigarh,9096,8518,523
2468,5/30/2020,8:00 AM,Ladakh,-,-,43,0,74,7/10/2020,Chandigarh,9253,8672,536
2469,5/30/2020,8:00 AM,Madhya Pradesh,-,-,4269,334,7645,7/11/2020,Chandigarh,9405,8803,549
2470,5/30/2020,8:00 AM,Maharashtra,-,-,26997,2098,62228,7/12/2020,Chandigarh,9571,8966,559
2471,5/30/2020,8:00 AM,Manipur,-,-,8,0,59,7/13/2020,Chandigarh,9722,9094,588
2472,5/30/2020,8:00 AM,Meghalaya,-,-,12,1,27,7/14/2020,Chandigarh,9834,9192,600
2473,5/30/2020,8:00 AM,Mizoram,-,-,1,0,1,7/15/2020,Chandigarh,10050,9385,619
2474,5/30/2020,8:00 AM,Nagaland,-,-,0,0,25,7/16/2020,Chandigarh,10244,9560,635
2475,5/30/2020,8:00 AM,Odisha,-,-,887,7,1723,7/17/2020,Chandigarh,10457,9744,660
2476,5/30/2020,8:00 AM,Puducherry,-,-,14,0,51,7/18/2020,Chandigarh,10773,10024,691
2477,5/30/2020,8:00 AM,Punjab,-,-,1949,42,2197,7/19/2020,Chandigarh,10959,10180,717
2478,5/30/2020,8:00 AM,Rajasthan,-,-,5244,184,8365,7/20/2020,Chandigarh,11075,10277,739
2479,5/30/2020,8:00 AM,Sikkim,-,-,0,0,1,7/21/2020,Chandigarh,11271,10468,751
2480,5/30/2020,8:00 AM,Tamil Nadu,-,-,11313,154,20246,7/22/2020,Chandigarh,11547,10719,780
2481,5/30/2020,8:00 AM,Telengana,-,-,1381,71,2425,7/23/2020,Chandigarh,11780,10930,800
2482,5/30/2020,8:00 AM,Tripura,-,-,171,0,251,7/24/2020,Chandigarh,12030,11159,823
2483,5/30/2020,8:00 AM,Uttarakhand,-,-,102,5,716,7/25/2020,Chandigarh,12358,11450,852
2484,5/30/2020,8:00 AM,Uttar Pradesh,-,-,4244,198,7284,7/26/2020,Chandigarh,12608,11665,887
2485,5/30/2020,8:00 AM,West Bengal,-,-,1775,302,4813,7/27/2020,Chandigarh,12786,11816,910
2486,5/30/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,5043,7/28/2020,Chandigarh,13069,12076,934
2487,5/31/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,7/29/2020,Chandigarh,13327,12284,978
2488,5/31/2020,8:00 AM,Andhra Pradesh,-,-,2289,60,3569,7/30/2020,Chandigarh,13683,12601,1016
2489,5/31/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,4,7/31/2020,Chandigarh,13959,12838,1051
2490,5/31/2020,8:00 AM,Assam,-,-,163,4,1185,8/1/2020,Chandigarh,14239,13090,1079
2491,5/31/2020,8:00 AM,Bihar,-,-,1618,20,3636,8/2/2020,Chandigarh,14493,13304,1117
2492,5/31/2020,8:00 AM,Chandigarh,-,-,189,4,289,8/3/2020,Chandigarh,14778,13541,1159
2493,5/31/2020,8:00 AM,Chhattisgarh,-,-,102,1,447,8/4/2020,Chandigarh,15116,13833,1206
2494,5/31/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,8/5/2020,Chandigarh,15611,14264,1270
2495,5/31/2020,8:00 AM,Delhi,-,-,8075,416,18549,8/6/2020,Chandigarh,16034,14623,1327
2496,5/31/2020,8:00 AM,Goa,-,-,41,0,70,8/7/2020,Chandigarh,16596,15138,1374
2497,5/31/2020,8:00 AM,Gujarat,-,-,9230,1007,16343,8/8/2020,Chandigarh,17067,15560,1426
2498,5/31/2020,8:00 AM,Haryana,-,-,971,20,1923,8/9/2020,Chandigarh,17510,15910,1515
2499,5/31/2020,8:00 AM,Himachal Pradesh,-,-,111,5,313,8/10/2020,Chandigarh,17928,16246,1595
2500,5/31/2020,8:00 AM,Jammu and Kashmir,-,-,908,28,2341,8/11/2020,Chandigarh,18625,16865,
2501,5/31/2020,8:00 AM,Jharkhand,-,-,256,5,563,8/12/2020,Chandigarh,19141,17302,
2502,5/31/2020,8:00 AM,Karnataka,-,-,997,48,2922,8/13/2020,Chandigarh,19593,17662,1842
2503,5/31/2020,8:00 AM,Kerala,-,-,575,9,1208,8/14/2020,Chandigarh,20060,18042,1928
2504,5/31/2020,8:00 AM,Ladakh,-,-,43,0,74,8/15/2020,Chandigarh,20520,18419,2009
2505,5/31/2020,8:00 AM,Madhya Pradesh,-,-,4444,343,7891,8/16/2020,Chandigarh,21060,18864,
2506,5/31/2020,8:00 AM,Maharashtra,-,-,28081,2197,65168,8/17/2020,Chandigarh,21563,19244,
2507,5/31/2020,8:00 AM,Manipur,-,-,8,0,62,8/18/2020,Chandigarh,22198,19787,2305
2508,5/31/2020,8:00 AM,Meghalaya,-,-,12,1,27,8/19/2020,Chandigarh,22730,20210,
2509,5/31/2020,8:00 AM,Mizoram,-,-,1,0,1,8/20/2020,Chandigarh,23374,20735,
2510,5/31/2020,8:00 AM,Nagaland,-,-,0,0,36,8/21/2020,Chandigarh,24064,21280,
2511,5/31/2020,8:00 AM,Odisha,-,-,1050,7,1819,8/22/2020,Chandigarh,24693,21764,
2512,5/31/2020,8:00 AM,Puducherry,-,-,14,0,51,8/23/2020,Chandigarh,25203,22086,
2513,5/31/2020,8:00 AM,Punjab,-,-,1967,44,2233,8/24/2020,Chandigarh,25645,22411,
2514,5/31/2020,8:00 AM,Rajasthan,-,-,5739,193,8617,8/25/2020,Chandigarh,26348,22934,
2515,5/31/2020,8:00 AM,Sikkim,-,-,0,0,1,8/26/2020,Chandigarh,27076,23480,
2516,5/31/2020,8:00 AM,Tamil Nadu,-,-,12000,160,21184,8/27/2020,Chandigarh,27567,23783,
2517,5/31/2020,8:00 AM,Telengana,-,-,1412,77,2499,8/28/2020,Chandigarh,28337,24365,
2518,5/31/2020,8:00 AM,Tripura,-,-,172,0,268,8/29/2020,Chandigarh,29118,24885,
2519,5/31/2020,8:00 AM,Uttarakhand,-,-,102,5,749,8/30/2020,Chandigarh,29864,25460,
2520,5/31/2020,8:00 AM,Uttar Pradesh,-,-,4410,201,7445,8/31/2020,Chandigarh,30377,25742,
2521,5/31/2020,8:00 AM,West Bengal,-,-,1970,309,5130,9/1/2020,Chandigarh,31268,26440,
2522,5/31/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,5491,9/2/2020,Chandigarh,32134,27067,
2523,6/1/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,9/3/2020,Chandigarh,33007,27664,
2524,6/1/2020,8:00 AM,Andhra Pradesh,-,-,2349,62,3679,9/4/2020,Chandigarh,33572,28085,
2525,6/1/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,4,9/5/2020,Chandigarh,34369,28480,
2526,6/1/2020,8:00 AM,Assam,-,-,185,4,1272,9/6/2020,Chandigarh,35288,29168,
2527,6/1/2020,8:00 AM,Bihar,-,-,1710,21,3815,9/7/2020,Chandigarh,36079,29712,
2528,6/1/2020,8:00 AM,Chandigarh,-,-,199,4,293,9/8/2020,Chandigarh,37070,30326,
2529,6/1/2020,8:00 AM,Chhattisgarh,-,-,115,1,498,9/9/2020,Chandigarh,41440,34475,
2530,6/1/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,9/10/2020,Chandigarh,43701,36448,
2531,6/1/2020,8:00 AM,Delhi,-,-,8478,473,19844,9/11/2020,Chandigarh,45336,37772,
2532,6/1/2020,8:00 AM,Goa,-,-,42,0,70,9/12/2020,Chandigarh,47306,39483,
2533,6/1/2020,8:00 AM,Gujarat,-,-,9919,1038,16779,9/13/2020,Chandigarh,49451,41168,
2534,6/1/2020,8:00 AM,Haryana,-,-,1048,20,2091,9/14/2020,Chandigarh,51718,43171,
2535,6/1/2020,8:00 AM,Himachal Pradesh,-,-,120,5,331,9/15/2020,Chandigarh,54371,45464,
2536,6/1/2020,8:00 AM,Jammu and Kashmir,-,-,927,28,2446,9/16/2020,Chandigarh,56490,47205,
2537,6/1/2020,8:00 AM,Jharkhand,-,-,256,5,610,9/17/2020,Chandigarh,57679,48088,
2538,6/1/2020,8:00 AM,Karnataka,-,-,1218,51,3221,9/18/2020,Chandigarh,58937,49088,
2539,6/1/2020,8:00 AM,Kerala,-,-,590,9,1269,9/19/2020,Chandigarh,60311,50164,
2540,6/1/2020,8:00 AM,Ladakh,-,-,43,0,74,9/20/2020,Chandigarh,62834,52389,
2541,6/1/2020,8:00 AM,Madhya Pradesh,-,-,4842,350,8089,9/21/2020,Chandigarh,64625,53951,
2542,6/1/2020,8:00 AM,Maharashtra,-,-,29329,2286,67655,9/22/2020,Chandigarh,67020,56089,
2543,6/1/2020,8:00 AM,Manipur,-,-,11,0,71,9/23/2020,Chandigarh,68270,57147,
2544,6/1/2020,8:00 AM,Meghalaya,-,-,12,1,27,9/24/2020,Chandigarh,69528,58154,
2545,6/1/2020,8:00 AM,Mizoram,-,-,1,0,1,9/25/2020,Chandigarh,71009,59381,
2546,6/1/2020,8:00 AM,Nagaland,-,-,0,0,43,9/26/2020,Chandigarh,72652,60849,
2547,6/1/2020,8:00 AM,Odisha,-,-,1126,7,1948,9/27/2020,Chandigarh,74415,62428,
2548,6/1/2020,8:00 AM,Puducherry,-,-,25,0,70,9/28/2020,Chandigarh,75896,63776,
2549,6/1/2020,8:00 AM,Punjab,-,-,1987,45,2263,9/29/2020,Chandigarh,76721,64456,
2550,6/1/2020,8:00 AM,Rajasthan,-,-,5927,194,8831,9/30/2020,Chandigarh,77489,65093,
2551,6/1/2020,8:00 AM,Sikkim,-,-,0,0,1,10/1/2020,Chandigarh,78390,65866,
2552,6/1/2020,8:00 AM,Tamil Nadu,-,-,12757,173,22333,10/2/2020,Chandigarh,79351,66660,
2553,6/1/2020,8:00 AM,Telengana,-,-,1428,82,2698,10/3/2020,Chandigarh,80300,67453,
2554,6/1/2020,8:00 AM,Tripura,-,-,173,0,313,10/4/2020,Chandigarh,81066,68126,
2555,6/1/2020,8:00 AM,Uttarakhand,-,-,102,5,907,10/5/2020,Chandigarh,81671,68591,
2556,6/1/2020,8:00 AM,Uttar Pradesh,-,-,4709,213,7823,10/6/2020,Chandigarh,82586,69370,
2557,6/1/2020,8:00 AM,West Bengal,-,-,2157,317,5501,10/7/2020,Chandigarh,83413,70078,
2558,6/1/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,5630,10/8/2020,Chandigarh,84167,70726,
2559,6/2/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,10/9/2020,Chandigarh,85187,71678,
2560,6/2/2020,8:00 AM,Andhra Pradesh,-,-,2378,64,3783,10/10/2020,Chandigarh,86201,72589,
2561,6/2/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,22,10/11/2020,Chandigarh,87485,73784,
2562,6/2/2020,8:00 AM,Assam,-,-,277,4,1390,10/12/2020,Chandigarh,88819,75016,
2563,6/2/2020,8:00 AM,Bihar,-,-,1900,24,3926,10/13/2020,Chandigarh,89969,76089,
2564,6/2/2020,8:00 AM,Chandigarh,-,-,199,4,294,10/14/2020,Chandigarh,91177,77220,
2565,6/2/2020,8:00 AM,Chhattisgarh,-,-,122,1,547,10/15/2020,Chandigarh,92198,78160,
2566,6/2/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1,0,3,10/16/2020,Chandigarh,93420,79320,
2567,6/2/2020,8:00 AM,Delhi,-,-,8746,523,20834,10/17/2020,Chandigarh,94462,80308,
2568,6/2/2020,8:00 AM,Goa,-,-,42,0,71,10/18/2020,Chandigarh,95022,80799,
2569,6/2/2020,8:00 AM,Gujarat,-,-,10780,1063,17200,10/19/2020,Chandigarh,95776,81509,
2570,6/2/2020,8:00 AM,Haryana,-,-,1055,21,2356,10/20/2020,Chandigarh,96707,82377,
2571,6/2/2020,8:00 AM,Himachal Pradesh,-,-,122,5,340,10/21/2020,Chandigarh,97841,83454,
2572,6/2/2020,8:00 AM,Jammu and Kashmir,-,-,946,31,2601,10/22/2020,Chandigarh,98981,84536,
2573,6/2/2020,8:00 AM,Jharkhand,-,-,296,5,659,10/23/2020,Chandigarh,100045,85522,
2574,6/2/2020,8:00 AM,Karnataka,-,-,1328,52,3408,10/24/2020,Chandigarh,100797,86213,
2575,6/2/2020,8:00 AM,Kerala,-,-,608,10,1326,10/25/2020,Chandigarh,101219,86568,
2576,6/2/2020,8:00 AM,Ladakh,-,-,43,0,77,10/26/2020,Chandigarh,101778,87074,
2577,6/2/2020,8:00 AM,Madhya Pradesh,-,-,5003,358,8283,10/27/2020,Chandigarh,102933,88155,
2578,6/2/2020,8:00 AM,Maharashtra,-,-,30108,2362,70013,10/28/2020,Chandigarh,104136,89293,
2579,6/2/2020,8:00 AM,Manipur,-,-,11,0,83,10/29/2020,Chandigarh,105409,90480,
2580,6/2/2020,8:00 AM,Meghalaya,-,-,12,1,27,10/30/2020,Chandigarh,106090,91097,
2581,6/2/2020,8:00 AM,Mizoram,-,-,1,0,1,10/31/2020,Chandigarh,107015,91950,
2582,6/2/2020,8:00 AM,Nagaland,-,-,0,0,43,11/1/2020,Chandigarh,107851,92724,
2583,6/2/2020,8:00 AM,Odisha,-,-,1245,7,2104,11/2/2020,Chandigarh,108911,93726,
2584,6/2/2020,8:00 AM,Puducherry,-,-,25,0,74,11/3/2020,Chandigarh,110083,94814,
2585,6/2/2020,8:00 AM,Punjab,-,-,2000,45,2301,11/4/2020,Chandigarh,110989,95620,
2586,6/2/2020,8:00 AM,Rajasthan,-,-,6040,198,8980,11/5/2020,Chandigarh,112391,96925,
2587,6/2/2020,8:00 AM,Sikkim,-,-,0,0,1,11/6/2020,Chandigarh,113593,97991,
2588,6/2/2020,8:00 AM,Tamil Nadu,-,-,13170,184,23495,11/7/2020,Chandigarh,114773,99037,
2589,6/2/2020,8:00 AM,Telengana,-,-,1491,88,2792,11/8/2020,Chandigarh,115589,99769,
2590,6/2/2020,8:00 AM,Tripura,-,-,173,0,420,11/9/2020,Chandigarh,116839,100898,
2591,6/2/2020,8:00 AM,Uttarakhand,-,-,222,6,958,11/10/2020,Chandigarh,118279,102243,
2592,6/2/2020,8:00 AM,Uttar Pradesh,-,-,4843,217,8075,11/11/2020,Chandigarh,119635,103499,
2593,6/2/2020,8:00 AM,West Bengal,-,-,2306,325,5772,11/12/2020,Chandigarh,120681,104431,
2594,6/2/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,6414,11/13/2020,Chandigarh,121484,105136,
2595,6/3/2020,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,11/15/2020,Chandigarh,122189,105664,
2596,6/3/2020,8:00 AM,Andhra Pradesh,-,-,2421,64,3898,11/16/2020,Chandigarh,123326,106714,
2597,6/3/2020,8:00 AM,Arunachal Pradesh,-,-,1,0,22,11/17/2020,Chandigarh,124741,107986,
2598,6/3/2020,8:00 AM,Assam,-,-,324,4,1513,11/18/2020,Chandigarh,126852,109943,
2599,6/3/2020,8:00 AM,Bihar,-,-,1946,24,4155,11/19/2020,Chandigarh,128558,111487,
2600,6/3/2020,8:00 AM,Chandigarh,-,-,214,5,301,11/20/2020,Chandigarh,130070,112844,
2601,6/3/2020,8:00 AM,Chhattisgarh,-,-,130,1,564,11/21/2020,Chandigarh,131280,113928,
